2020-01-13 12:29:18,985 [entQueue-0]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:8 
2020-01-13 12:29:19,039 [entQueue-0]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:47, number of extensions:50 
2020-01-13 12:29:19,039 [entQueue-0]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:0 
2020-01-13 12:29:19,192 [e-1483-b03]   INFO - j.ide.ui.OptionsTopHitProvider - 521 ms spent to cache options in application 
2020-01-13 12:29:19,192 [e-1483-b03]   INFO - .openapi.application.Preloader - com.intellij.ide.ui.OptionsTopHitProvider$Activity took 521 ms 
2020-01-13 12:29:19,257 [cture Pool]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:kotlin_builtins,DGM File Type,Groovy,Kotlin,GDBCommands,HTML,CLASS,Properties,KNM,LLDBCommands,XML,JAVA,KJSM 
2020-01-13 12:29:19,319 [entQueue-0]   INFO - ellij.project.impl.ProjectImpl - 19 project components initialized in 166 ms 
2020-01-13 12:29:19,537 [cture Pool]   INFO - pl$FileIndexDataInitialization - Initialization done:552 
2020-01-13 12:29:19,563 [entQueue-0]   INFO - m.intellij.ui.mac.touchbar.NST - OS doesn't support touchbar, skip nst loading 
2020-01-13 12:29:19,771 [cture Pool]   INFO - exImpl$StubIndexInitialization - Initialization done:233 
2020-01-13 12:29:22,183 [entQueue-0]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2020-01-13 12:29:22,714 [entQueue-0]   INFO - plication.impl.ApplicationImpl - 88 application components initialized in 5803ms 
2020-01-13 12:29:22,728 [entQueue-0]   INFO - .intellij.idea.IdeaApplication - App initialization took 78157 ms 
2020-01-13 12:29:22,996 [e-1483-b03]   INFO - .openapi.application.Preloader - com.intellij.openapi.actionSystem.impl.ActionPreloader took 3801 ms 
2020-01-13 12:29:23,115 [e-1483-b03]   INFO - dk.ClangTidyInspectionProvider - Clang-tidy inspection is enabled.} 
2020-01-13 12:29:23,485 [d thread 1]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addons_list-3.xml 
2020-01-13 12:29:23,485 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Found Studio home directory at: 'C:\Program Files\Android\Android Studio' 
2020-01-13 12:29:23,485 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at 'C:/Program Files/Android/Android Studio/sdk' 
2020-01-13 12:29:23,486 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at 'C:/Program Files/Android/sdk' 
2020-01-13 12:29:23,486 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Unable to locate SDK within the Android studio installation. 
2020-01-13 12:29:23,487 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_HOME environment variable 
2020-01-13 12:29:23,487 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_SDK_ROOT environment variable 
2020-01-13 12:29:23,487 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: Last SDK used by Android tools 
2020-01-13 12:29:23,507 [d thread 7]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/addons_list-3.xml 
2020-01-13 12:29:23,723 [d thread 1]   INFO - dea.updater.SdkComponentSource - File C:\Users\dplam\.android\repositories.cfg could not be loaded. 
2020-01-13 12:29:23,724 [d thread 7]   INFO - s.RepoProgressIndicatorAdapter - File C:\Users\dplam\.android\repositories.cfg could not be loaded. 
2020-01-13 12:29:23,730 [3-thread-2]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android/sys-img2-1.xml 
2020-01-13 12:29:23,730 [4-thread-1]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/repository2-1.xml 
2020-01-13 12:29:23,737 [-thread-10]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/glass/addon2-1.xml 
2020-01-13 12:29:23,738 [4-thread-2]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android/sys-img2-1.xml 
2020-01-13 12:29:23,739 [3-thread-1]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/repository2-1.xml 
2020-01-13 12:29:23,739 [-thread-12]   INFO - dea.updater.SdkComponentSource - Downloading file:/C:/Program%20Files/Android/Android%20Studio/plugins/sdk-updates/offline-repo/offline-repo.xml 
2020-01-13 12:29:23,740 [4-thread-9]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/addon2-1.xml 
2020-01-13 12:29:23,741 [4-thread-3]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-automotive/sys-img2-1.xml 
2020-01-13 12:29:23,741 [-thread-12]   INFO - s.RepoProgressIndicatorAdapter - Downloading file:/C:/Program%20Files/Android/Android%20Studio/plugins/sdk-updates/offline-repo/offline-repo.xml 
2020-01-13 12:29:23,744 [4-thread-4]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-wear/sys-img2-1.xml 
2020-01-13 12:29:23,744 [3-thread-9]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addon2-1.xml 
2020-01-13 12:29:23,744 [4-thread-5]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-wear-cn/sys-img2-1.xml 
2020-01-13 12:29:23,744 [4-thread-6]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-tv/sys-img2-1.xml 
2020-01-13 12:29:23,745 [-thread-11]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/extras/intel/addon2-1.xml 
2020-01-13 12:29:23,745 [-thread-10]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/glass/addon2-1.xml 
2020-01-13 12:29:23,746 [3-thread-5]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-wear-cn/sys-img2-1.xml 
2020-01-13 12:29:23,746 [3-thread-3]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-automotive/sys-img2-1.xml 
2020-01-13 12:29:23,748 [4-thread-8]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/google_apis_playstore/sys-img2-1.xml 
2020-01-13 12:29:23,748 [3-thread-4]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-wear/sys-img2-1.xml 
2020-01-13 12:29:23,748 [4-thread-7]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/google_apis/sys-img2-1.xml 
2020-01-13 12:29:23,749 [-thread-11]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/extras/intel/addon2-1.xml 
2020-01-13 12:29:23,749 [3-thread-8]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis_playstore/sys-img2-1.xml 
2020-01-13 12:29:23,751 [3-thread-6]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-tv/sys-img2-1.xml 
2020-01-13 12:29:23,751 [3-thread-7]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis/sys-img2-1.xml 
2020-01-13 12:29:24,291 [e-1483-b03]   INFO - .openapi.application.Preloader - com.intellij.ide.ui.search.SearchableOptionPreloader took 1295 ms 
2020-01-13 12:29:24,311 [entQueue-0]   WARN - vdmanager.AvdManagerConnection - No Android SDK Found 
2020-01-13 12:29:24,768 [e-1483-b03]   INFO - .openapi.application.Preloader - com.intellij.codeInsight.completion.CompletionPreloader took 477 ms 
2020-01-13 12:29:24,782 [e-1483-b03]   INFO - .openapi.application.Preloader - com.intellij.ide.actions.GotoClassPresentationUpdater took 13 ms 
2020-01-13 12:29:24,910 [entQueue-0]   INFO - j.ide.ui.OptionsTopHitProvider - 241 ms spent on EDT to cache options in application 
